nome,distancia,motion,gauss
360_diag_0306.jpg,360,2,0
360_diag_0267.jpg,360,2,0
360_diag_0194.jpg,360,2,0
360_diag_0266.jpg,360,2,0
360_diag_0284.jpg,360,2,0
360_diag_0004.jpg,360,2,0
360_diag_0269.jpg,360,2,0
360_diag_0437.jpg,360,2,0
360_diag_0071.jpg,360,2,0
360_diag_0036.jpg,360,2,0
360_diag_0412.jpg,360,2,0
360_diag_0447.jpg,360,2,0
360_diag_0165.jpg,360,2,0
360_diag_0491.jpg,360,2,0
360_diag_0096.jpg,360,2,0
360_diag_0444.jpg,360,2,0
360_diag_0375.jpg,360,2,0
360_diag_0274.jpg,360,2,0
360_diag_0222.jpg,360,2,0
360_diag_0156.jpg,360,2,0
360_diag_0203.jpg,360,2,0
360_diag_0311.jpg,360,2,0
360_diag_0180.jpg,360,2,0
360_diag_0003.jpg,360,2,0
360_diag_0116.jpg,360,2,0
360_diag_0007.jpg,360,2,0
360_diag_0033.jpg,360,2,0
360_diag_0264.jpg,360,2,0
360_diag_0496.jpg,360,2,0
360_diag_0394.jpg,360,2,0
360_diag_0361.jpg,360,2,0
360_diag_0426.jpg,360,2,0
360_diag_0424.jpg,360,2,0
360_diag_0355.jpg,360,2,0
360_diag_0123.jpg,360,2,0
360_diag_0144.jpg,360,2,0
360_diag_0322.jpg,360,2,0
360_diag_0419.jpg,360,2,0
360_diag_0395.jpg,360,2,0
360_diag_0230.jpg,360,2,0
360_diag_0379.jpg,360,2,0
360_diag_0204.jpg,360,2,0
360_diag_0038.jpg,360,2,0
360_std_0167.jpg,360,0,4
360_std_0099.jpg,360,0,1
360_std_0032.jpg,360,0,5
360_std_0500.jpg,360,0,5
360_std_0113.jpg,360,0,4
360_std_0497.jpg,360,0,1
360_std_0051.jpg,360,0,6
360_std_0498.jpg,360,0,2
360_std_0289.jpg,360,0,1
360_std_0371.jpg,360,0,5
360_std_0195.jpg,360,0,1
360_std_0370.jpg,360,0,4
360_std_0476.jpg,360,0,5
360_std_0421.jpg,360,0,6
360_std_0356.jpg,360,0,6
360_std_0013.jpg,360,0,3
360_std_0132.jpg,360,0,2
360_std_0358.jpg,360,0,3
360_std_0288.jpg,360,0,2
360_std_0185.jpg,360,0,3
360_std_0215.jpg,360,0,5
360_std_0163.jpg,360,0,5
360_std_0451.jpg,360,0,5
360_std_0485.jpg,360,0,2
360_std_0348.jpg,360,0,2
360_std_0345.jpg,360,0,3
360_std_0196.jpg,360,0,1
360_std_0246.jpg,360,0,1
360_std_0255.jpg,360,0,1
360_std_0184.jpg,360,0,1
360_std_0045.jpg,360,0,1
360_std_0297.jpg,360,0,4
360_std_0304.jpg,360,0,2
360_std_0181.jpg,360,0,5
360_std_0170.jpg,360,0,3
360_std_0333.jpg,360,0,3
360_std_0015.jpg,360,0,1
360_std_0299.jpg,360,0,5
360_std_0001.jpg,360,0,2
360_std_0404.jpg,360,0,2
360_std_0231.jpg,360,0,2
360_std_0261.jpg,360,0,6
360_std_0321.jpg,360,0,4
360_std_0042.jpg,360,0,4
360_std_0053.jpg,360,0,3
360_std_0280.jpg,360,0,2
360_std_0050.jpg,360,0,5
360_std_0398.jpg,360,0,2
360_std_0477.jpg,360,0,1
360_std_0429.jpg,360,0,5
360_std_0249.jpg,360,0,5
360_std_0126.jpg,360,0,5
360_std_0244.jpg,360,0,4
360_std_0292.jpg,360,0,3
360_std_0315.jpg,360,0,2
360_std_0363.jpg,360,0,2
360_std_0406.jpg,360,0,1
360_std_0362.jpg,360,0,0
360_std_0351.jpg,360,0,0
360_std_0283.jpg,360,0,0
360_std_0026.jpg,360,0,0
360_std_0223.jpg,360,0,0
360_std_0098.jpg,360,0,0
360_std_0286.jpg,360,0,0
360_std_0207.jpg,360,0,0
360_std_0059.jpg,360,0,0
360_std_0066.jpg,360,0,0
360_std_0472.jpg,360,0,0
360_std_0253.jpg,360,0,0
360_std_0122.jpg,360,0,0
360_std_0119.jpg,360,0,0
360_std_0159.jpg,360,0,0
360_std_0250.jpg,360,0,0
360_std_0062.jpg,360,0,0
360_std_0397.jpg,360,0,0
360_std_0279.jpg,360,0,0
360_std_0271.jpg,360,0,0
360_std_0139.jpg,360,0,0
360_std_0216.jpg,360,0,0
360_std_0308.jpg,360,0,0
360_std_0155.jpg,360,0,0
360_std_0428.jpg,360,0,0
360_std_0220.jpg,360,0,0
360_std_0323.jpg,360,0,0
360_std_0401.jpg,360,0,0
360_std_0133.jpg,360,0,0
360_std_0105.jpg,360,0,0
360_std_0177.jpg,360,0,0
360_std_0233.jpg,360,0,0
360_std_0494.jpg,360,0,0
360_std_0420.jpg,360,0,0
360_std_0114.jpg,360,0,0
360_std_0310.jpg,360,0,0
360_std_0414.jpg,360,0,0
360_std_0102.jpg,360,0,0
360_std_0277.jpg,360,0,0
360_std_0075.jpg,360,0,0
360_std_0011.jpg,360,0,0
360_std_0131.jpg,360,0,0
360_std_0186.jpg,360,0,0
360_std_0162.jpg,360,0,0
360_std_0460.jpg,360,0,0
360_std_0317.jpg,360,0,0
360_std_0235.jpg,360,0,0
360_std_0327.jpg,360,0,0
360_std_0232.jpg,360,0,0
360_std_0387.jpg,360,0,0
360_std_0337.jpg,360,0,0
360_std_0108.jpg,360,0,0
360_std_0475.jpg,360,0,0
360_std_0077.jpg,360,0,0
360_std_0252.jpg,360,0,0
360_std_0009.jpg,360,0,0
360_std_0425.jpg,360,0,0
360_std_0152.jpg,360,0,0
360_std_0486.jpg,360,0,0
360_std_0037.jpg,360,0,0
360_std_0373.jpg,360,0,0
360_std_0153.jpg,360,0,0
360_std_0213.jpg,360,0,0
360_std_0377.jpg,360,0,0
360_std_0054.jpg,360,0,0
360_std_0129.jpg,360,0,0
360_std_0125.jpg,360,0,0
360_std_0146.jpg,360,0,0
360_std_0161.jpg,360,0,0
360_std_0136.jpg,360,0,0
360_std_0085.jpg,360,0,0
360_std_0368.jpg,360,0,0
360_std_0227.jpg,360,0,0
360_std_0150.jpg,360,0,0
360_std_0360.jpg,360,0,0
360_std_0285.jpg,360,0,0
360_std_0154.jpg,360,0,0
360_std_0238.jpg,360,0,0
360_std_0385.jpg,360,0,0
360_std_0063.jpg,360,0,0
360_std_0313.jpg,360,0,0
360_std_0450.jpg,360,0,0
360_std_0092.jpg,360,0,0
360_std_0149.jpg,360,0,0
360_std_0349.jpg,360,0,0
360_std_0294.jpg,360,0,0
360_std_0134.jpg,360,0,0
360_std_0484.jpg,360,0,0
360_std_0341.jpg,360,0,0
360_std_0117.jpg,360,0,0
360_std_0019.jpg,360,0,0
360_std_0021.jpg,360,0,0
360_std_0307.jpg,360,0,0
360_std_0399.jpg,360,0,0
360_std_0396.jpg,360,0,0
360_std_0339.jpg,360,0,0
360_std_0040.jpg,360,0,0
360_std_0174.jpg,360,0,0
360_std_0427.jpg,360,0,0
360_std_0239.jpg,360,0,0
360_std_0020.jpg,360,0,0
360_std_0364.jpg,360,0,0
360_std_0298.jpg,360,0,0
360_std_0093.jpg,360,0,0
360_std_0068.jpg,360,0,0
360_std_0055.jpg,360,0,0
360_std_0140.jpg,360,0,0
360_std_0106.jpg,360,0,0
360_std_0168.jpg,360,0,0
360_std_0097.jpg,360,0,0
360_std_0043.jpg,360,0,0
240_vert_0491.jpg,240,1,1
240_vert_0012.jpg,240,1,4
240_vert_0250.jpg,240,1,4
240_vert_0142.jpg,240,1,1
240_vert_0466.jpg,240,1,6
240_vert_0296.jpg,240,1,4
240_vert_0254.jpg,240,1,5
240_vert_0236.jpg,240,1,2
240_vert_0364.jpg,240,1,1
240_vert_0425.jpg,240,1,1
240_vert_0185.jpg,240,1,2
240_vert_0147.jpg,240,1,3
240_vert_0257.jpg,240,1,2
240_vert_0299.jpg,240,1,2
240_vert_0451.jpg,240,1,4
240_vert_0220.jpg,240,1,3
240_vert_0313.jpg,240,1,5
240_vert_0032.jpg,240,1,3
240_vert_0438.jpg,240,1,4
240_vert_0340.jpg,240,1,5
240_vert_0108.jpg,240,1,2
240_vert_0123.jpg,240,1,6
240_vert_0038.jpg,240,1,3
240_vert_0255.jpg,240,1,3
240_vert_0462.jpg,240,1,5
240_vert_0439.jpg,240,1,6
240_vert_0400.jpg,240,1,5
240_vert_0342.jpg,240,1,4
240_vert_0424.jpg,240,1,2
240_vert_0448.jpg,240,1,2
240_vert_0253.jpg,240,1,2
240_vert_0311.jpg,240,1,5
240_vert_0316.jpg,240,1,3
240_vert_0047.jpg,240,1,4
240_vert_0265.jpg,240,1,5
240_vert_0333.jpg,240,1,5
240_vert_0168.jpg,240,1,1
240_vert_0457.jpg,240,1,1
240_vert_0302.jpg,240,1,0
240_vert_0013.jpg,240,1,0
240_vert_0163.jpg,240,1,0
240_vert_0499.jpg,240,1,0
240_vert_0365.jpg,240,1,0
240_vert_0375.jpg,240,1,0
240_vert_0060.jpg,240,1,0
240_vert_0164.jpg,240,1,0
240_vert_0158.jpg,240,1,0
240_vert_0280.jpg,240,1,0
240_vert_0274.jpg,240,1,0
240_vert_0071.jpg,240,1,0
240_vert_0486.jpg,240,1,0
240_vert_0467.jpg,240,1,0
240_vert_0321.jpg,240,1,0
240_vert_0125.jpg,240,1,0
240_vert_0097.jpg,240,1,0
240_vert_0266.jpg,240,1,0
240_vert_0136.jpg,240,1,0
240_vert_0405.jpg,240,1,0
240_vert_0072.jpg,240,1,0
240_vert_0374.jpg,240,1,0
240_vert_0186.jpg,240,1,0
240_vert_0247.jpg,240,1,0
240_vert_0303.jpg,240,1,0
240_vert_0063.jpg,240,1,0
240_vert_0305.jpg,240,1,0
240_vert_0284.jpg,240,1,0
240_vert_0358.jpg,240,1,0
240_vert_0177.jpg,240,1,0
240_vert_0395.jpg,240,1,0
240_vert_0139.jpg,240,1,0
240_vert_0388.jpg,240,1,0
240_vert_0476.jpg,240,1,0
240_vert_0059.jpg,240,1,0
240_vert_0337.jpg,240,1,0
240_vert_0249.jpg,240,1,0
240_vert_0129.jpg,240,1,0
240_vert_0502.jpg,240,1,0
240_vert_0376.jpg,240,1,0
240_vert_0334.jpg,240,1,0
240_vert_0184.jpg,240,1,0
240_vert_0028.jpg,240,1,0
240_vert_0189.jpg,240,1,0
240_vert_0369.jpg,240,1,0
240_vert_0041.jpg,240,1,0
240_vert_0370.jpg,240,1,0
240_vert_0289.jpg,240,1,0
240_vert_0229.jpg,240,1,0
240_vert_0237.jpg,240,1,0
240_vert_0210.jpg,240,1,0
240_vert_0217.jpg,240,1,0
240_vert_0270.jpg,240,1,0
240_vert_0161.jpg,240,1,0
240_vert_0020.jpg,240,1,0
240_vert_0011.jpg,240,1,0
240_vert_0077.jpg,240,1,0
240_vert_0407.jpg,240,1,0
240_vert_0269.jpg,240,1,0
240_vert_0046.jpg,240,1,0
240_vert_0380.jpg,240,1,0
240_vert_0027.jpg,240,1,0
240_vert_0387.jpg,240,1,0
240_vert_0198.jpg,240,1,0
240_vert_0196.jpg,240,1,0
240_vert_0215.jpg,240,1,0
240_vert_0411.jpg,240,1,0
240_vert_0007.jpg,240,1,0
240_vert_0122.jpg,240,1,0
240_vert_0498.jpg,240,1,0
240_vert_0102.jpg,240,1,0
240_vert_0036.jpg,240,1,0
240_vert_0079.jpg,240,1,0
240_vert_0480.jpg,240,1,0
240_vert_0135.jpg,240,1,0
240_vert_0469.jpg,240,1,0
240_vert_0351.jpg,240,1,0
240_vert_0263.jpg,240,1,0
240_vert_0495.jpg,240,1,0
240_vert_0090.jpg,240,1,0
240_vert_0213.jpg,240,1,0
240_vert_0133.jpg,240,1,0
240_vert_0261.jpg,240,1,0
240_vert_0435.jpg,240,1,0
240_vert_0039.jpg,240,1,0
240_vert_0035.jpg,240,1,0
240_vert_0377.jpg,240,1,0
240_vert_0360.jpg,240,1,0
240_vert_0260.jpg,240,1,0
240_vert_0482.jpg,240,1,0
240_vert_0326.jpg,240,1,0
240_vert_0256.jpg,240,1,0
240_vert_0470.jpg,240,1,0
240_vert_0003.jpg,240,1,0
240_vert_0426.jpg,240,1,0
240_vert_0418.jpg,240,1,0
240_vert_0107.jpg,240,1,0
240_vert_0172.jpg,240,1,0
240_vert_0131.jpg,240,1,0
240_vert_0169.jpg,240,1,0
240_vert_0452.jpg,240,1,0
240_vert_0218.jpg,240,1,0
240_vert_0485.jpg,240,1,0
240_vert_0268.jpg,240,1,0
240_vert_0068.jpg,240,1,0
240_vert_0194.jpg,240,1,0
240_vert_0464.jpg,240,1,0
240_vert_0023.jpg,240,1,0
240_vert_0200.jpg,240,1,0
240_vert_0144.jpg,240,1,0
240_vert_0272.jpg,240,1,0
240_vert_0195.jpg,240,1,0
240_vert_0419.jpg,240,1,0
240_vert_0307.jpg,240,1,0
240_vert_0472.jpg,240,1,0
240_vert_0225.jpg,240,1,0
240_vert_0278.jpg,240,1,0
240_diag_0349.jpg,240,2,3
240_diag_0319.jpg,240,2,5
240_diag_0064.jpg,240,2,1
240_diag_0330.jpg,240,2,5
240_diag_0095.jpg,240,2,4
240_diag_0208.jpg,240,2,3
240_diag_0454.jpg,240,2,1
240_diag_0242.jpg,240,2,3
240_diag_0113.jpg,240,2,6
240_diag_0212.jpg,240,2,3
240_diag_0106.jpg,240,2,6
240_diag_0166.jpg,240,2,6
240_diag_0118.jpg,240,2,4
240_diag_0327.jpg,240,2,6
240_diag_0314.jpg,240,2,4
240_diag_0188.jpg,240,2,1
240_diag_0393.jpg,240,2,3
240_diag_0267.jpg,240,2,2
240_diag_0353.jpg,240,2,3
240_diag_0143.jpg,240,2,5
240_diag_0450.jpg,240,2,5
240_diag_0352.jpg,240,2,6
240_diag_0437.jpg,240,2,3
240_diag_0159.jpg,240,2,6
240_diag_0042.jpg,240,2,1
240_diag_0061.jpg,240,2,3
240_diag_0410.jpg,240,2,1
240_diag_0228.jpg,240,2,1
240_diag_0404.jpg,240,2,3
240_diag_0137.jpg,240,2,2
240_diag_0308.jpg,240,2,3
240_diag_0109.jpg,240,2,6
240_diag_0092.jpg,240,2,5
240_diag_0149.jpg,240,2,6
240_diag_0021.jpg,240,2,6
240_diag_0152.jpg,240,2,5
240_diag_0070.jpg,240,2,6
240_diag_0211.jpg,240,2,2
240_diag_0044.jpg,240,2,3
240_diag_0238.jpg,240,2,2
240_diag_0043.jpg,240,2,3
240_diag_0488.jpg,240,2,2
240_diag_0180.jpg,240,2,1
240_diag_0040.jpg,240,2,2
240_diag_0050.jpg,240,2,4
240_diag_0406.jpg,240,2,1
240_diag_0430.jpg,240,2,5
240_diag_0460.jpg,240,2,5
240_diag_0031.jpg,240,2,2
240_diag_0134.jpg,240,2,4
240_diag_0174.jpg,240,2,2
240_diag_0429.jpg,240,2,5
240_diag_0382.jpg,240,2,3
240_diag_0033.jpg,240,2,5
240_diag_0441.jpg,240,2,6
240_diag_0157.jpg,240,2,3
240_diag_0081.jpg,240,2,6
240_diag_0379.jpg,240,2,1
240_diag_0473.jpg,240,2,2
240_diag_0463.jpg,240,2,2
240_diag_0019.jpg,240,2,5
240_diag_0355.jpg,240,2,2
240_diag_0483.jpg,240,2,6
240_diag_0361.jpg,240,2,0
240_diag_0335.jpg,240,2,0
240_diag_0427.jpg,240,2,0
240_diag_0205.jpg,240,2,0
240_diag_0422.jpg,240,2,0
240_diag_0436.jpg,240,2,0
240_diag_0283.jpg,240,2,0
240_diag_0440.jpg,240,2,0
240_diag_0098.jpg,240,2,0
240_diag_0093.jpg,240,2,0
240_diag_0082.jpg,240,2,0
240_diag_0058.jpg,240,2,0
240_diag_0037.jpg,240,2,0
240_diag_0054.jpg,240,2,0
240_diag_0117.jpg,240,2,0
240_diag_0094.jpg,240,2,0
240_diag_0049.jpg,240,2,0
240_diag_0396.jpg,240,2,0
240_diag_0206.jpg,240,2,0
240_diag_0489.jpg,240,2,0
240_diag_0479.jpg,240,2,0
240_diag_0315.jpg,240,2,0
240_diag_0151.jpg,240,2,0
240_diag_0234.jpg,240,2,0
240_diag_0067.jpg,240,2,0
240_diag_0318.jpg,240,2,0
240_diag_0248.jpg,240,2,0
240_diag_0297.jpg,240,2,0
240_diag_0022.jpg,240,2,0
240_diag_0075.jpg,240,2,0
240_diag_0291.jpg,240,2,0
240_diag_0446.jpg,240,2,0
240_diag_0051.jpg,240,2,0
240_diag_0126.jpg,240,2,0
240_diag_0288.jpg,240,2,0
240_diag_0226.jpg,240,2,0
240_diag_0148.jpg,240,2,0
240_diag_0339.jpg,240,2,0
240_diag_0381.jpg,240,2,0
240_diag_0492.jpg,240,2,0
240_diag_0329.jpg,240,2,0
240_diag_0150.jpg,240,2,0
240_diag_0409.jpg,240,2,0
240_diag_0130.jpg,240,2,0
240_diag_0359.jpg,240,2,0
240_diag_0444.jpg,240,2,0
240_diag_0010.jpg,240,2,0
240_diag_0500.jpg,240,2,0
240_diag_0030.jpg,240,2,0
240_diag_0002.jpg,240,2,0
240_diag_0111.jpg,240,2,0
240_diag_0100.jpg,240,2,0
240_diag_0018.jpg,240,2,0
240_diag_0056.jpg,240,2,0
240_diag_0245.jpg,240,2,0
240_diag_0345.jpg,240,2,0
240_diag_0286.jpg,240,2,0
240_diag_0104.jpg,240,2,0
240_diag_0146.jpg,240,2,0
240_diag_0227.jpg,240,2,0
240_diag_0243.jpg,240,2,0
240_diag_0241.jpg,240,2,0
240_diag_0004.jpg,240,2,0
240_diag_0096.jpg,240,2,0
240_diag_0277.jpg,240,2,0
